Creation;2010/10/10
Compteur;271067095836;Isousc;
Heure;Papp;Base
17:46:08;00561
17:46:10;00560
17:46:11;00559
17:46:12;00559
17:46:14;00561
17:46:15;00561
17:46:17;00561
17:46:18;00561
17:46:19;00561
17:46:21;00559
17:46:22;00560
17:46:24;00560
17:46:25;00561
17:46:26;00560
17:46:28;00562
17:46:29;00565
17:46:31;00581
17:46:32;00566
17:46:33;00562
17:46:35;00561
17:46:36;00560
17:46:38;00561
17:46:39;00561
17:46:40;00561
17:46:42;00561
17:46:43;00561
17:46:45;00561
17:46:46;00561
17:46:47;00562
17:46:49;00560
17:46:50;00560
17:46:52;00559
17:46:53;00562
17:46:54;00560
17:46:56;00559
17:46:57;00559
17:46:59;00557
17:47:00;00557
17:47:01;00557
17:47:03;00557
17:47:04;00557
17:47:06;00557
17:47:07;00557
17:47:08;00557
17:47:10;00557
17:47:11;00555
17:47:13;00553
17:47:14;00559
17:47:15;00569
17:47:17;00559
17:47:18;00566
17:47:20;00564
17:47:21;00563
17:47:22;00557
17:47:24;00559
17:47:25;00556
17:47:27;00560
17:47:28;00578
17:47:29;00578
17:47:31;00578
17:47:32;00578
17:47:34;00578
17:47:35;00562
17:47:36;00555
17:47:38;00559
17:47:39;00555
17:47:41;00555
17:47:42;00570
17:47:43;00565
17:47:45;00552
17:47:46;00557
17:47:48;00555
17:47:49;00556
17:47:50;00556
17:47:52;00555
17:47:53;00555
17:47:55;00555
17:47:56;00555
17:47:57;00555
17:47:59;00555
17:48:00;00556
17:48:02;00553
17:48:03;00555
17:48:04;00553
17:48:06;00570
17:48:07;00555
17:48:09;00553
17:48:10;00553
17:48:11;00554
17:48:13;00551
17:48:14;00553
17:48:16;00553
17:48:17;00551
17:48:18;00551
17:48:20;00551
17:48:21;00551
17:48:23;00551
17:48:24;00557
17:48:25;00563
17:48:27;00558
17:48:28;00557
17:48:30;00555
17:48:31;00557
17:48:32;00555
17:48:34;00552
17:48:35;00554
17:48:37;00555
17:48:38;00570
17:48:39;00566
17:48:41;00562
17:48:42;00575
17:48:44;00575
17:48:45;00575
17:48:46;00575
17:48:48;00575
17:48:49;00557
17:48:51;00557
17:48:52;00559
17:48:53;00555
17:48:55;00557
17:48:56;00555
17:48:58;00556
17:48:59;00572
17:49:00;00557
17:49:02;00553
17:49:03;00556
17:49:05;00556
17:49:06;00568
17:49:07;00568
17:49:09;00568
17:49:10;00568
17:49:12;00568
17:49:13;00568
17:49:14;00593
17:49:16;00594
17:49:17;00593
17:49:19;00588
17:49:20;00601
17:49:21;00600
17:49:23;00584
17:49:24;00596
17:49:26;00581
17:49:27;00582
17:49:28;00585
17:49:30;00582
17:49:31;00591
17:49:33;00591
17:49:34;00591
17:49:35;00591
17:49:37;00591
17:49:38;00591
17:49:40;00585
17:49:41;00587
17:49:42;00582
17:49:44;00587
17:49:45;00582
17:49:47;00582
17:49:48;00582
17:49:49;00593
17:49:51;00582
17:49:52;00581
17:49:54;00553
17:49:55;00553
17:49:56;00591
17:49:58;00591
17:49:59;00591
17:50:01;00591
17:50:02;00591
17:50:03;00581
17:50:05;00579
17:50:06;00580
17:50:08;00579
17:50:09;00580
17:50:10;00579
17:50:12;00579
17:50:13;00494
17:50:15;00494
17:50:16;00493
17:50:17;00494
17:50:19;00494
17:50:20;00495
17:50:22;00562
17:50:23;00562
17:50:24;00562
17:50:26;00562
17:50:27;00562
17:50:29;00562
17:50:30;00562
17:50:31;00560
17:50:33;00560
17:50:34;00600
17:50:36;00602
17:50:37;00600
17:50:38;00600
17:50:40;00601
17:50:41;00599
17:50:43;00600
17:50:44;00600
17:50:45;00599
17:50:47;00599
17:50:48;00599
17:50:50;00599
17:50:51;00599
17:50:52;00599
17:50:54;00602
17:50:55;00600
17:50:57;00602
17:50:58;01420
17:50:59;01488
17:51:01;01449
17:51:02;01449
17:51:04;01446
17:51:05;01451
17:51:06;01450
17:51:08;01448
17:51:09;01443
17:51:11;01448
17:51:12;01448
17:51:13;01448
17:51:15;01448
17:51:16;01448
17:51:18;01448
17:51:19;01431
17:51:20;01430
17:51:22;01429
17:51:23;01429
17:51:25;01422
17:51:26;01433
17:51:27;01424
17:51:29;01436
17:51:30;01422
17:51:32;01424
17:51:33;01390
17:51:34;01521
17:51:36;01525
17:51:37;01525
17:51:39;01525
17:51:40;01525
17:51:41;01525
17:51:43;01519
17:51:44;01521
17:51:46;01521
17:51:47;01520
17:51:48;01520
17:51:50;01525
17:51:51;01522
17:51:53;01523
17:51:54;01530
17:51:55;01531
17:51:57;01532
17:51:58;01523
17:52:00;01524
17:52:01;01524
17:52:02;01524
17:52:04;01524
17:52:05;01524
17:52:07;01524
17:52:08;01524
17:52:09;01520
17:52:11;01389
17:52:12;01389
17:52:14;01387
17:52:15;01391
17:52:16;01397
17:52:18;01402
17:52:19;01400
17:52:21;01406
17:52:22;01399
17:52:23;01398
17:52:25;01398
17:52:26;01395
17:52:28;01395
17:52:29;01395
17:52:30;01395
17:52:32;01395
17:52:33;01391
17:52:35;01390
17:52:36;01396
17:52:37;01390
17:52:39;01392
17:52:40;01388
17:52:42;01387
17:52:43;01383
17:52:44;01394
17:52:46;01385
17:52:47;01383
17:52:49;01388
17:52:50;01381
17:52:51;01381
17:52:53;01381
17:52:54;01381
17:52:56;01381
17:52:57;01381
17:52:58;01391
17:53:00;01391
17:53:01;01387
17:53:03;01392
17:53:04;01387
17:53:05;01385
17:53:07;01386
17:53:08;01387
17:53:10;01383
17:53:11;01385
17:53:12;01387
17:53:14;01385
17:53:15;01383
17:53:17;01383
17:53:18;01383
17:53:19;01383
17:53:21;01383
17:53:22;01383
17:53:24;01382
17:53:25;01385
17:53:26;01383
17:53:28;01388
17:53:29;01390
17:53:31;01389
17:53:32;01388
17:53:33;01391
17:53:35;01387
17:53:36;01393
17:53:38;01393
17:53:39;01391
17:53:41;00562
17:53:42;00562
17:53:43;00562
17:53:45;00562
17:53:46;00562
17:53:48;00562
17:53:49;00562
17:53:50;00560
17:53:52;00562
17:53:53;00561
17:53:55;00559
17:53:56;00557
17:53:57;00557
17:53:59;00570
17:54:00;00557
17:54:02;00557
17:54:03;00556
17:54:04;00562
17:54:06;00560
17:54:07;00560
17:54:09;00560
17:54:10;00560
17:54:11;00560
17:54:13;00561
17:54:14;00564
17:54:16;00562
17:54:17;00562
17:54:18;00559
17:54:20;00566
17:54:21;00560
17:54:23;00575
17:54:24;00576
17:54:25;00575
17:54:27;00573
17:54:28;00576
17:54:30;00572
17:54:31;00572
17:54:32;00572
17:54:34;00572
17:54:35;00572
17:54:37;00572
17:54:38;00571
17:54:39;00572
17:54:41;00568
17:54:42;00573
17:54:44;00559
17:54:45;00558
17:54:46;00574
17:54:48;00559
17:54:49;00559
17:54:51;00559
17:54:52;00559
17:54:53;00705
17:54:55;00692
17:54:56;00692
17:54:58;00692
17:54:59;00692
17:55:00;00692
17:55:02;00692
17:55:03;00650
17:55:05;00647
17:55:06;00646
17:55:07;00648
17:55:09;00654
17:55:10;00649
17:55:12;00650
17:55:13;00648
17:55:14;00648
17:55:16;00702
17:55:17;00702
17:55:19;00703
17:55:20;00701
17:55:21;00701
17:55:23;00701
17:55:24;00701
17:55:26;00701
17:55:27;00701
17:55:28;00701
17:55:30;00702
17:55:31;00705
17:55:33;00702
17:55:34;00703
17:55:35;00701
17:55:37;00701
17:55:38;00703
17:55:40;00703
17:55:41;00702
17:55:42;00702
17:55:44;00703
17:55:45;00701
17:55:47;00701
17:55:48;00701
17:55:49;00701
17:55:51;00701
17:55:52;00701
17:55:54;00700
17:55:55;00712
17:55:56;00702
17:55:58;00701
17:55:59;00702
17:56:01;00706
17:56:02;00704
17:56:03;00701
17:56:05;00702
17:56:06;00706
17:56:08;00703
17:56:09;00701
17:56:10;00703
17:56:12;00703
17:56:13;00703
17:56:15;00703
17:56:16;00703
17:56:17;00703
17:56:19;00701
17:56:20;00644
17:56:22;00558
17:56:23;00558
17:56:24;00557
17:56:26;00557
17:56:27;00557
17:56:29;00555
17:56:30;00557
17:56:31;00570
17:56:33;00556
17:56:34;00556
17:56:36;00557
17:56:37;00557
17:56:38;00557
17:56:40;00557
17:56:41;00557
17:56:43;00556
17:56:44;00557
17:56:45;00553
17:56:47;00556
17:56:48;00557
17:56:50;00555
17:56:51;00557
17:56:52;00556
17:56:54;00555
17:56:55;00556
17:56:57;00556
17:56:58;00556
17:56:59;00556
17:57:01;00556
17:57:02;00556
17:57:04;00556
17:57:05;00556
17:57:06;00556
17:57:08;00557
17:57:09;00557
17:57:11;00557
17:57:12;00556
17:57:13;00555
17:57:15;00556
17:57:16;00556
17:57:18;00560
17:57:19;00559
17:57:20;00575
17:57:22;00614
17:57:23;00594
17:57:25;00559
17:57:26;00559
17:57:27;00559
17:57:29;00559
17:57:30;00559
17:57:32;00559
17:57:33;00557
17:57:34;00557
17:57:36;00564
17:57:37;00558
17:57:39;00557
17:57:40;00557
17:57:41;00555
17:57:43;00553
17:57:44;00559
17:57:46;00557
17:57:47;00559
17:57:48;00557
17:57:50;00557
17:57:51;00557
17:57:53;00557
17:57:54;00557
17:57:55;00557
17:57:57;00557
17:57:58;00557
17:58:00;00557
17:58:01;00557
17:58:02;00557
17:58:04;00556
17:58:05;00555
17:58:07;00556
17:58:08;00557
17:58:09;00601
17:58:11;00559
17:58:12;00557
17:58:14;00557
17:58:15;00556
17:58:16;00556
17:58:18;00556
17:58:19;00556
17:58:21;00556
17:58:22;00557
17:58:23;00557
17:58:25;00556
17:58:26;00555
17:58:28;00556
17:58:29;00564
17:58:30;00559
17:58:32;00557
17:58:33;00556
17:58:35;00557
17:58:36;00557
17:58:37;00556
17:58:39;00557
17:58:40;00557
17:58:42;00557
17:58:43;00557
17:58:44;00557
17:58:46;00557
17:58:47;00560
17:58:49;00559
17:58:50;00557
17:58:51;00557
17:58:53;00556
17:58:54;00557
17:58:56;00556
17:58:57;00557
17:58:58;00577
17:59:00;00563
17:59:01;00556
17:59:03;00554
17:59:04;00557
17:59:05;00557
17:59:07;00557
17:59:08;00557
17:59:10;00557
17:59:11;00557
17:59:12;00555
17:59:14;00560
17:59:15;00558
17:59:17;00557
17:59:18;00558
17:59:19;00559
17:59:21;00557
17:59:22;00555
17:59:24;00557
17:59:25;00562
17:59:26;00556
17:59:28;00556
17:59:29;00558
17:59:31;00558
17:59:32;00558
17:59:33;00558
17:59:35;00558
17:59:36;00558
17:59:38;00556
17:59:39;00559
17:59:40;00562
17:59:42;00556
17:59:43;00561
17:59:45;00556
17:59:46;00561
17:59:47;00559
17:59:49;00557
17:59:50;00557
17:59:52;00562
17:59:53;00557
17:59:54;00557
17:59:56;00557
17:59:57;00557
17:59:59;00557
18:00:00;00557;004308492
18:00:01;00558
18:00:03;00561
18:00:04;00557
18:00:06;00551
18:00:07;00553
18:00:08;00553
18:00:10;00552
18:00:11;00553
18:00:13;00552
18:00:14;00552
18:00:15;00553
18:00:17;00553
18:00:18;00553
18:00:20;00553
18:00:21;00553
18:00:22;00553
18:00:24;00553
18:00:25;00553
18:00:27;00553
18:00:28;00554
18:00:29;00556
18:00:31;00553
18:00:32;00551
18:00:34;00553
18:00:35;00553
18:00:36;00553
18:00:38;00553
18:00:39;00553
18:00:41;00558
18:00:42;00556
18:00:43;00553
18:00:45;00553
18:00:46;00553
18:00:48;00553
18:00:49;00553
18:00:50;00553
18:00:52;00553
18:00:53;00553
18:00:55;00552
18:00:56;00554
18:00:57;00557
18:00:59;00557
18:01:00;00557
18:01:02;00557
18:01:03;00563
18:01:04;00571
18:01:06;00571
18:01:07;00575
18:01:09;00578
18:01:10;00578
18:01:11;00578
18:01:13;00578
18:01:14;00578
18:01:16;00578
18:01:17;00571
18:01:18;00555
18:01:20;00559
18:01:21;00581
18:01:23;00557
18:01:24;00557
18:01:25;00559
18:01:27;00564
18:01:28;00560
18:01:30;00561
18:01:31;00559
18:01:32;00560
18:01:34;00574
18:01:35;00574
18:01:37;00574
18:01:38;00574
18:01:39;00574
18:01:41;00559
18:01:42;00558
18:01:44;00557
18:01:45;00559
18:01:47;00558
18:01:48;00557
18:01:49;00560
18:01:51;00557
18:01:52;00557
18:01:54;00557
18:01:55;00555
18:01:56;00557
18:01:58;00557
18:01:59;00557
18:02:01;00557
18:02:02;00557
18:02:03;00557
18:02:05;00557
18:02:06;00556
18:02:08;00561
18:02:09;00559
18:02:10;00559
18:02:12;00560
18:02:13;00556
18:02:15;00556
18:02:16;00562
18:02:17;00556
18:02:19;00557
18:02:20;00560
18:02:22;00557
18:02:23;00555
18:02:24;00555
18:02:26;00555
18:02:27;00555
18:02:29;00555
18:02:30;00556
18:02:31;00556
18:02:33;00556
18:02:34;00557
18:02:36;00556
18:02:37;00556
18:02:38;00557
18:02:40;00559
18:02:41;00558
18:02:43;00559
18:02:44;00566
18:02:45;00557
18:02:47;00556
18:02:48;00558
18:02:50;00558
18:02:51;00558
18:02:52;00558
18:02:54;00558
18:02:55;00557
18:02:57;00559
18:02:58;00559
18:02:59;00557
18:03:01;00558
18:03:02;00556
18:03:04;00558
18:03:05;00565
18:03:06;00556
18:03:08;00557
18:03:09;00563
18:03:11;00556
18:03:12;00556
18:03:13;00556
18:03:15;00556
18:03:16;00556
18:03:18;00556
18:03:19;00556
18:03:20;00561
18:03:22;00561
18:03:23;00557
18:03:25;00555
18:03:26;00560
18:03:27;00557
18:03:29;00556
18:03:30;00560
18:03:32;00555
18:03:33;00557
18:03:34;00556
18:03:36;00555
18:03:37;00556
18:03:39;00556
18:03:40;00556
18:03:41;00556
18:03:43;00556
18:03:44;00556
18:03:46;00570
18:03:47;00555
18:03:48;00556
18:03:50;00557
18:03:51;00555
18:03:53;00556
18:03:54;00555
18:03:55;00555
18:03:57;00560
18:03:58;00555
18:04:00;00557
18:04:01;00557
18:04:02;00560
18:04:04;00560
18:04:05;00560
18:04:07;00560
18:04:08;00560
18:04:09;00558
18:04:11;00555
18:04:12;00556
18:04:14;00557
18:04:15;00557
18:04:16;00562
18:04:18;00557
18:04:19;00570
18:04:21;00560
18:04:22;00556
18:04:23;00556
18:04:25;00557
18:04:26;00555
18:04:28;00557
18:04:29;00557
18:04:30;00557
18:04:32;00557
18:04:33;00557
18:04:35;00557
18:04:36;00557
18:04:37;00557
18:04:39;00557
18:04:40;00557
18:04:42;00561
18:04:43;00557
18:04:44;00556
18:04:46;00557
18:04:47;00557
18:04:49;00556
18:04:50;00557
18:04:51;00556
18:04:53;00553
18:04:54;00553
18:04:56;00553
18:04:57;00553
18:04:58;00553
18:05:00;00553
18:05:01;00557
18:05:03;00557
18:05:04;00562
18:05:05;00557
18:05:07;00557
18:05:08;00560
18:05:10;00556
18:05:11;00556
18:05:12;00556
18:05:14;00557
18:05:15;00555
18:05:17;00562
18:05:18;00556
18:05:19;00556
18:05:21;00556
18:05:22;00556
18:05:24;00556
18:05:25;00556
18:05:26;00556
18:05:28;00557
18:05:29;00557
18:05:31;00557
18:05:32;00555
18:05:33;00554
18:05:35;00556
18:05:36;00557
18:05:38;00557
18:05:39;00557
18:05:40;00556
18:05:42;00556
18:05:43;00556
18:05:45;00556
18:05:46;00556
18:05:47;00556
18:05:49;00556
18:05:50;00555
18:05:52;00557
18:05:53;00556
18:05:54;00557
18:05:56;00556
18:05:57;00559
18:05:59;00557
18:06:00;00556
18:06:01;00554
18:06:03;00553
18:06:04;00575
18:06:06;00555
18:06:07;00555
18:06:08;00555
18:06:10;00555
18:06:11;00555
18:06:13;00555
18:06:14;00555
18:06:15;00556
18:06:17;00557
18:06:18;00563
18:06:20;00551
18:06:21;00551
18:06:22;00550
18:06:24;00551
18:06:25;00553
18:06:27;00550
18:06:28;00551
18:06:29;00552
18:06:31;00550
18:06:32;00550
18:06:34;00550
18:06:35;00550
18:06:36;00550
18:06:38;00550
18:06:39;00550
18:06:41;00551
18:06:42;00550
18:06:43;00549
18:06:45;00550
18:06:46;00550
18:06:48;00552
18:06:49;00550
18:06:50;00551
18:06:52;00550
18:06:53;00549
18:06:55;00551
18:06:56;00550
18:06:57;00551
18:06:59;00551
18:07:00;00551
18:07:02;00551
18:07:03;00551
18:07:04;00552
18:07:06;00551
18:07:07;00551
18:07:09;00553
18:07:10;00552
18:07:11;00551
18:07:13;00551
18:07:14;00549
18:07:16;00550
18:07:17;00552
18:07:18;00551
18:07:20;00550
18:07:21;00543
18:07:23;00543
18:07:24;00543
18:07:25;00543
18:07:27;00543
18:07:28;00543
18:07:30;00543
18:07:31;00540
18:07:32;00542
18:07:34;00542
18:07:35;00539
18:07:37;00543
18:07:38;00543
18:07:39;00545
18:07:41;00541
18:07:42;00545
18:07:44;00541
18:07:45;00541
18:07:46;00542
18:07:48;00542
18:07:49;00542
18:07:51;00542
18:07:52;00542
18:07:53;00542
18:07:55;00518
18:07:56;00518
18:07:58;00518
18:07:59;00520
18:08:00;00519
18:08:02;00520
18:08:03;00518
18:08:05;00516
18:08:06;00518
18:08:07;00523
18:08:09;00525
18:08:10;00519
18:08:12;00519
18:08:13;00519
18:08:14;00519
18:08:16;00519
18:08:17;00519
18:08:19;00519
18:08:20;00523
18:08:21;00518
18:08:23;00518
18:08:24;00519
18:08:26;00517
18:08:27;00523
18:08:28;00519
18:08:30;00520
18:08:31;00521
18:08:33;00520
18:08:34;00518
18:08:35;00518
18:08:37;00518
18:08:38;00518
18:08:40;00518
18:08:41;00518
18:08:42;00518
18:08:44;00518
18:08:45;00519
18:08:47;00519
18:08:48;00519
18:08:49;00519
18:08:51;00520
18:08:52;00518
18:08:54;00519
18:08:55;00518
18:08:56;00518
18:08:58;00526
18:08:59;00520
18:09:01;00519
18:09:02;00519
18:09:03;00519
18:09:05;00519
18:09:06;00519
18:09:08;00519
18:09:09;00520
18:09:10;00518
18:09:12;00518
18:09:13;00516
18:09:15;00515
18:09:16;00518
18:09:17;00518
18:09:19;00516
18:09:20;00519
18:09:22;00516
18:09:23;00517
18:09:24;00518
18:09:26;00518
18:09:27;00518
18:09:29;00518
18:09:30;00518
18:09:32;00518
18:09:33;00518
18:09:34;00519
18:09:36;00518
18:09:37;00521
18:09:39;00518
18:09:40;00519
18:09:41;00520
18:09:43;00518
18:09:44;00519
18:09:46;00518
18:09:47;00519
18:09:48;00518
18:09:50;00523
18:09:51;00519
18:09:53;00519
18:09:54;00519
18:09:55;00519
18:09:57;00519
18:09:58;00519
18:10:00;00519
18:10:01;00519
18:10:02;00519
18:10:04;00519
18:10:05;00519
18:10:07;00519
18:10:08;00522
18:10:09;00521
18:10:11;00519
18:10:12;00523
18:10:14;00518
18:10:15;00518
18:10:16;00519
18:10:18;00519
18:10:19;00519
18:10:21;00519
18:10:22;00519
18:10:23;00519
18:10:25;00553
18:10:26;00553
18:10:28;00552
18:10:29;00556
18:10:30;00553
18:10:32;00550
18:10:33;00550
18:10:35;00552
18:10:36;00550
18:10:37;00551
18:10:39;00551
18:10:40;00550
18:10:42;00552
18:10:43;00552
18:10:44;00552
18:10:46;00552
18:10:47;00552
18:10:49;00552
18:10:50;00551
18:10:51;00557
18:10:53;00553
18:10:54;00552
18:10:56;00554
18:10:57;00553
18:10:58;00553
18:11:00;00551
18:11:01;00560
18:11:03;00555
18:11:04;00553
18:11:05;00553
18:11:07;00553
18:11:08;00553
18:11:10;00553
18:11:11;00553
18:11:12;00553
18:11:14;00551
18:11:15;00552
18:11:17;00564
18:11:18;00559
18:11:19;00568
18:11:21;00555
18:11:22;00552
18:11:24;00555
18:11:25;00560
18:11:26;00554
18:11:28;00557
18:11:29;00605
18:11:31;00587
18:11:32;00587
18:11:33;00587
18:11:35;00587
18:11:36;00587
18:11:38;00587
18:11:39;00559
18:11:40;00557
18:11:42;00586
18:11:43;00562
18:11:45;00556
18:11:46;00555
18:11:47;00558
18:11:49;00557
18:11:50;00556
18:11:52;00555
18:11:53;00551
18:11:54;00552
18:11:56;00557
18:11:57;00557
18:11:59;00557
18:12:00;00557
18:12:01;00557
18:12:03;00557
18:12:04;00606
18:12:06;00612
18:12:07;00574
18:12:08;00557
18:12:10;00583
18:12:11;00625
18:12:13;00611
18:12:14;00606
18:12:15;00610
18:12:17;00560
18:12:18;00607
18:12:20;00612
18:12:21;00616
18:12:22;00616
18:12:24;00616
18:12:25;00616
18:12:27;00616
18:12:28;00618
18:12:29;00606
18:12:31;00562
18:12:32;00608
18:12:34;00555
18:12:35;00560
18:12:36;00571
18:12:38;00555
18:12:39;00556
18:12:41;00581
18:12:42;00569
18:12:43;00562
18:12:45;00603
18:12:46;00603
18:12:48;00603
18:12:49;00603
18:12:50;00603
18:12:52;00603
18:12:53;00612
18:12:55;00616
18:12:56;00612
18:12:57;00601
18:12:59;00568
18:13:00;00563
18:13:02;00560
18:13:03;00556
18:13:04;00576
18:13:06;00555
18:13:07;00568
18:13:09;00608
18:13:10;00556
18:13:11;00556
18:13:13;00556
18:13:14;00556
18:13:16;00556
18:13:17;00556
18:13:18;00553
18:13:20;00555
18:13:21;00572
18:13:23;00551
18:13:24;00552
18:13:25;00602
18:13:27;00553
18:13:28;00566
18:13:30;00591
18:13:31;00555
18:13:32;00563
18:13:34;00567
18:13:35;00543
18:13:37;00543
18:13:38;00543
18:13:39;00543
18:13:41;00543
18:13:42;00543
18:13:44;00547
18:13:45;00565
18:13:46;00545
18:13:48;00545
18:13:49;00548
18:13:51;00555
18:13:52;00544
18:13:53;00543
18:13:55;00543
18:13:56;00546
18:13:58;00546
18:13:59;00548
18:14:00;00544
18:14:02;00544
18:14:03;00544
18:14:05;00544
18:14:06;00544
18:14:07;00523
18:14:09;00524
18:14:10;00519
18:14:12;00520
18:14:13;00533
18:14:14;00530
18:14:16;00518
18:14:17;00537
18:14:19;00522
18:14:20;00537
18:14:21;00519
18:14:23;00519
18:14:24;00518
18:14:26;00518
18:14:27;00518
18:14:28;00518
18:14:30;00518
18:14:31;00518
18:14:33;00522
18:14:34;00522
18:14:35;00518
18:14:37;00518
18:14:38;00521
18:14:40;00518
18:14:41;00519
18:14:42;00518
18:14:44;00549
18:14:45;00523
18:14:47;00518
18:14:48;00518
18:14:49;00518
18:14:51;00518
18:14:52;00518
18:14:54;00518
18:14:55;00518
18:14:56;00518
18:14:58;00518
18:14:59;00519
18:15:01;00538
18:15:02;00517
18:15:03;00519
18:15:05;00518
18:15:06;00516
18:15:08;00519
18:15:09;00518
18:15:10;00516
18:15:12;00516
18:15:13;00559
18:15:15;00516
18:15:16;00516
18:15:17;00516
18:15:19;00516
18:15:20;00516
18:15:22;00516
18:15:23;00516
18:15:24;00518
18:15:26;00518
18:15:27;00518
18:15:29;00523
18:15:30;00522
18:15:31;00518
18:15:33;00519
18:15:34;00517
18:15:36;00519
18:15:37;00523
18:15:38;00518
18:15:40;00518
18:15:41;00518
18:15:43;00518
18:15:44;00518
18:15:45;00518
18:15:47;00528
18:15:48;00528
18:15:50;00538
18:15:51;00535
18:15:52;00533
18:15:54;00519
18:15:55;00520
18:15:57;00529
18:15:58;00588
18:15:59;00565
18:16:01;00519
18:16:02;00518
18:16:04;00518
18:16:05;00518
18:16:06;00518
18:16:08;00518
18:16:09;00518
18:16:11;00518
18:16:12;00518
18:16:13;00519
18:16:15;00520
18:16:16;00518
18:16:18;00519
18:16:19;00519
18:16:20;00517
18:16:22;00535
18:16:23;00520
18:16:25;00520
18:16:26;00525
18:16:27;00520
18:16:29;00518
18:16:30;00518
18:16:32;00518
18:16:33;00518
18:16:34;00518
18:16:36;00518
18:16:37;00559
18:16:39;00566
18:16:40;00554
18:16:41;00553
18:16:43;00551
18:16:44;00554
18:16:46;00563
18:16:47;00553
18:16:48;00552
18:16:50;00552
18:16:51;00561
18:16:53;00562
18:16:54;00552
18:16:55;00552
18:16:57;00552
18:16:58;00552
18:17:00;00552
18:17:01;00552
18:17:02;00552
18:17:04;00554
18:17:05;00553
18:17:07;00553
18:17:08;00553
18:17:09;00569
18:17:11;00551
18:17:12;00551
18:17:14;00551
18:17:15;00551
18:17:17;00559
18:17:18;00575
18:17:19;00551
18:17:21;00551
18:17:22;00551
18:17:24;00551
18:17:25;00551
18:17:26;00550
18:17:28;00551
18:17:29;00550
18:17:31;00550
18:17:32;00550
18:17:33;00565
18:17:35;00549
18:17:36;00551
18:17:38;00555
18:17:39;00567
18:17:40;00565
18:17:42;00556
18:17:43;00589
18:17:45;00589
18:17:46;00589
18:17:47;00589
18:17:49;00589
18:17:50;00589
