Creation;2010/10/10
Compteur;271067095836;Isousc;
Heure;Papp;Base
18:17:52;00551
18:17:53;00551
18:17:54;00591
18:17:56;00557
18:17:57;00557
18:17:59;00553
18:18:00;00552
18:18:01;00587
18:18:03;00571
18:18:04;00553
18:18:06;00557
18:18:07;00555
18:18:08;00562
18:18:10;00562
18:18:11;00562
18:18:13;00562
18:18:14;00562
18:18:15;00562
18:18:17;00554
18:18:18;00604
18:18:20;00624
18:18:21;00599
18:18:22;00552
18:18:24;00554
18:18:25;00561
18:18:27;00622
18:18:28;00592
18:18:29;00559
18:18:31;00560
18:18:32;00566
18:18:34;00582
18:18:35;00582
18:18:36;00582
18:18:38;00582
18:18:39;00582
18:18:41;00582
18:18:42;00556
18:18:43;00559
18:18:45;00604
18:18:46;00571
18:18:48;00556
18:18:49;00553
18:18:50;00557
18:18:52;00553
18:18:53;00552
18:18:55;00551
18:18:56;00552
18:18:57;00556
18:18:59;00561
18:19:00;00561
18:19:02;00561
18:19:03;00561
18:19:04;00561
18:19:06;00661
18:19:07;00664
18:19:09;00673
18:19:10;00692
18:19:11;00685
18:19:13;00681
18:19:14;00677
18:19:16;00681
18:19:17;00658
18:19:18;00671
18:19:20;00660
18:19:21;00660
18:19:23;00661
18:19:24;00661
18:19:25;00661
18:19:27;00661
18:19:28;00661
18:19:30;00661
18:19:31;00659
18:19:32;00659
18:19:34;00660
18:19:35;00656
18:19:37;00656
18:19:38;00657
18:19:39;00666
18:19:41;00656
18:19:42;00655
18:19:44;00656
18:19:45;00654
18:19:46;00661
18:19:48;00651
18:19:49;00651
18:19:51;00651
18:19:52;00651
18:19:53;00651
18:19:55;00651
18:19:56;00608
18:19:58;00620
18:19:59;00620
18:20:00;00607
18:20:02;00609
18:20:03;00643
18:20:05;00631
18:20:06;00622
18:20:07;00625
18:20:09;00627
18:20:10;00615
18:20:12;00617
18:20:13;00617
18:20:14;00617
18:20:16;00617
18:20:17;00617
18:20:19;00617
18:20:20;00617
18:20:21;00654
18:20:23;00639
18:20:24;00618
18:20:26;00619
18:20:27;00635
18:20:28;00618
18:20:30;00617
18:20:31;00617
18:20:33;00618
18:20:34;00615
18:20:35;00606
18:20:37;00606
18:20:38;00605
18:20:40;00605
18:20:41;00605
18:20:42;00605
18:20:44;00605
18:20:45;00610
18:20:47;00605
18:20:48;00608
18:20:49;00606
18:20:51;00613
18:20:52;00603
18:20:54;00603
18:20:55;00606
18:20:56;00619
18:20:58;00607
18:20:59;00607
18:21:01;00611
18:21:02;00607
18:21:03;00608
18:21:05;00608
18:21:06;00608
18:21:08;00608
18:21:09;00608
18:21:10;00606
18:21:12;00608
18:21:13;00607
18:21:15;00604
18:21:16;00607
18:21:17;00618
18:21:19;00661
18:21:20;00613
18:21:22;00606
18:21:23;00613
18:21:24;00613
18:21:26;00656
18:21:27;00651
18:21:29;00651
18:21:30;00651
18:21:31;00651
18:21:33;00651
18:21:34;00651
18:21:36;00622
18:21:37;00632
18:21:38;00606
18:21:40;00612
18:21:41;00618
18:21:43;00612
18:21:44;00608
18:21:45;00604
18:21:47;00603
18:21:48;00619
18:21:50;00609
18:21:51;00604
18:21:52;00604
18:21:54;00604
18:21:55;00604
18:21:57;00604
18:21:58;00604
18:21:59;00604
18:22:01;00602
18:22:02;00602
18:22:04;00605
18:22:05;00603
18:22:06;00602
18:22:08;00605
18:22:09;00606
18:22:11;00603
18:22:12;00621
18:22:13;00604
18:22:15;00603
18:22:16;00634
18:22:18;00632
18:22:19;00632
18:22:20;00632
18:22:22;00632
18:22:23;00632
18:22:25;00632
18:22:26;00655
18:22:27;00644
18:22:29;00652
18:22:30;00647
18:22:32;00645
18:22:33;00663
18:22:34;00696
18:22:36;00684
18:22:37;00667
18:22:39;00648
18:22:40;00668
18:22:41;00722
18:22:43;00656
18:22:44;00656
18:22:46;00656
18:22:47;00656
18:22:48;00656
18:22:50;00658
18:22:51;00643
18:22:53;00658
18:22:54;00642
18:22:55;00643
18:22:57;00642
18:22:58;00669
18:23:00;00644
18:23:01;00643
18:23:02;00644
18:23:04;00642
18:23:05;00642
18:23:07;00645
18:23:08;00645
18:23:09;00645
18:23:11;00645
18:23:12;00645
18:23:14;00645
18:23:15;00639
18:23:16;00643
18:23:18;00642
18:23:19;00638
18:23:21;00640
18:23:22;00656
18:23:23;00641
18:23:25;00641
18:23:26;00647
18:23:28;00650
18:23:29;00640
18:23:30;00639
18:23:32;00638
18:23:33;00638
18:23:35;00638
18:23:36;00638
18:23:37;00638
18:23:39;00638
18:23:40;00641
18:23:42;00640
18:23:43;00642
18:23:44;00653
18:23:46;00641
18:23:47;00641
18:23:49;00641
18:23:50;00642
18:23:51;00662
18:23:53;00642
18:23:54;00657
18:23:56;00656
18:23:57;00720
18:23:58;00720
18:24:00;00720
18:24:01;00720
18:24:03;00720
18:24:04;00720
18:24:05;00693
18:24:07;00707
18:24:08;00696
18:24:10;00642
18:24:11;00643
18:24:12;00642
18:24:14;00654
18:24:15;00693
18:24:17;00695
18:24:18;00645
18:24:19;00668
18:24:21;00643
18:24:22;00686
18:24:24;00686
18:24:25;00686
18:24:26;00686
18:24:28;00686
18:24:29;00652
18:24:31;00693
18:24:32;00641
18:24:33;00637
18:24:35;00681
18:24:36;00640
18:24:38;00641
18:24:39;00679
18:24:40;00642
18:24:42;00641
18:24:43;00709
18:24:45;00648
18:24:46;00640
18:24:47;00640
18:24:49;00640
18:24:50;00640
18:24:52;00640
18:24:53;00640
18:24:54;00693
18:24:56;00678
18:24:57;00688
18:24:59;00688
18:25:00;00673
18:25:01;00673
18:25:03;00673
18:25:04;00674
18:25:06;00679
18:25:07;00681
18:25:08;00675
18:25:10;00667
18:25:11;00643
18:25:13;00643
18:25:14;00643
18:25:16;00643
18:25:17;00643
18:25:18;00643
18:25:20;00681
18:25:21;00691
18:25:23;00636
18:25:24;00652
18:25:25;00634
18:25:27;00664
18:25:28;00656
18:25:30;00634
18:25:31;00646
18:25:32;00602
18:25:34;00603
18:25:35;00605
18:25:37;00606
18:25:38;00606
18:25:39;00606
18:25:41;00606
18:25:42;00606
18:25:44;00606
18:25:45;00604
18:25:46;00602
18:25:48;00602
18:25:49;00637
18:25:51;00626
18:25:52;00599
18:25:53;00607
18:25:55;00654
18:25:56;00603
18:25:58;00602
18:25:59;00665
18:26:00;00603
18:26:02;00530
18:26:03;00530
18:26:05;00530
18:26:06;00530
18:26:07;00530
18:26:09;00522
18:26:10;00541
18:26:12;00521
18:26:13;00520
18:26:14;00521
18:26:16;00521
18:26:17;00521
18:26:19;00522
18:26:20;00521
18:26:21;00539
18:26:23;00537
18:26:24;00519
18:26:26;00568
18:26:27;00568
18:26:28;00568
18:26:30;00568
18:26:31;00568
18:26:33;00568
18:26:34;00524
18:26:35;00520
18:26:37;00568
18:26:38;00522
18:26:40;00538
18:26:41;00531
18:26:42;00522
18:26:44;00519
18:26:45;00523
18:26:47;00523
18:26:48;00522
18:26:49;00524
18:26:51;00522
18:26:52;00522
18:26:54;00522
18:26:55;00522
18:26:56;00522
18:26:58;00522
18:26:59;00569
18:27:01;00521
18:27:02;00522
18:27:03;00571
18:27:05;00520
18:27:06;00519
18:27:08;00574
18:27:09;00537
18:27:10;00524
18:27:12;00543
18:27:13;00522
18:27:15;00522
18:27:16;00525
18:27:17;00525
18:27:19;00525
18:27:20;00525
18:27:22;00525
18:27:23;00525
18:27:24;00556
18:27:26;00547
18:27:27;00527
18:27:29;00525
18:27:30;00571
18:27:31;00524
18:27:33;00519
18:27:34;00574
18:27:36;00521
18:27:37;00522
18:27:38;00592
18:27:40;00521
18:27:41;00520
18:27:43;00520
18:27:44;00520
18:27:45;00520
18:27:47;00520
18:27:48;00523
18:27:50;00539
18:27:51;00520
18:27:52;00522
18:27:54;00522
18:27:55;00520
18:27:57;00525
18:27:58;00545
18:27:59;00549
18:28:01;00595
18:28:02;00559
18:28:04;00557
18:28:05;00607
18:28:06;00607
18:28:08;00607
18:28:09;00607
18:28:11;00607
18:28:12;00607
18:28:13;00554
18:28:15;00609
18:28:16;00588
18:28:18;00555
18:28:19;00585
18:28:20;00557
18:28:22;00612
18:28:23;00569
18:28:25;00564
18:28:26;00559
18:28:27;00812
18:28:29;00722
18:28:30;00701
18:28:32;00701
18:28:33;00701
18:28:34;00701
18:28:36;00701
18:28:37;00701
18:28:39;00742
18:28:40;00759
18:28:41;00758
18:28:43;00759
18:28:44;00702
18:28:46;00753
18:28:47;00718
18:28:48;00774
18:28:50;00760
18:28:51;00759
18:28:53;00732
18:28:54;00725
18:28:55;00726
18:28:57;00726
18:28:58;00726
18:29:00;00726
18:29:01;00726
18:29:02;00726
18:29:04;00761
18:29:05;00777
18:29:07;00761
18:29:08;00713
18:29:09;00704
18:29:11;00701
18:29:12;00763
18:29:14;00740
18:29:15;00734
18:29:16;00703
18:29:18;00779
18:29:19;00748
18:29:21;00748
18:29:22;00748
18:29:23;00748
18:29:25;00748
18:29:26;00748
18:29:28;00760
18:29:29;00748
18:29:30;00710
18:29:32;00721
18:29:33;00735
18:29:35;00711
18:29:36;00775
18:29:37;00722
18:29:39;00756
18:29:40;00743
18:29:42;00753
18:29:43;00702
18:29:44;00719
18:29:46;00719
18:29:47;00719
18:29:49;00719
18:29:50;00719
18:29:51;00719
18:29:53;00722
18:29:54;00514
18:29:56;00556
18:29:57;00493
18:29:58;00539
18:30:00;00549
18:30:01;00506
18:30:03;00550
18:30:04;00495
18:30:05;00503
18:30:07;00543
18:30:08;00556
18:30:10;00512
18:30:11;00512
18:30:12;00512
18:30:14;00512
18:30:15;00512
18:30:17;00506
18:30:18;00590
18:30:19;00607
18:30:21;00545
18:30:22;00562
18:30:24;00537
18:30:25;00539
18:30:26;00570
18:30:28;00543
18:30:29;00532
18:30:31;00526
18:30:32;00518
18:30:33;00513
18:30:35;00513
18:30:36;00513
18:30:38;00513
18:30:39;00513
18:30:40;00513
18:30:42;00545
18:30:43;00512
18:30:45;00510
18:30:46;00512
18:30:47;00511
18:30:49;00529
18:30:50;00512
18:30:52;00511
18:30:53;00510
18:30:54;00597
18:30:56;00586
18:30:57;00597
18:30:59;00597
18:31:00;00597
18:31:01;00597
18:31:03;00597
18:31:04;00597
18:31:06;00597
18:31:07;00641
18:31:08;00602
18:31:10;00572
18:31:11;00559
18:31:13;00601
18:31:14;00608
18:31:15;00572
18:31:17;00609
18:31:18;00566
18:31:20;00623
18:31:21;00573
18:31:22;00592
18:31:24;00591
18:31:25;00591
18:31:27;00591
18:31:28;00591
18:31:29;00591
18:31:31;00591
18:31:32;00606
18:31:34;00595
18:31:35;00557
18:31:36;00598
18:31:38;00553
18:31:39;00553
18:31:41;00581
18:31:42;00598
18:31:43;00553
18:31:45;00582
18:31:46;00550
18:31:48;00562
18:31:49;00549
18:31:50;00549
18:31:52;00549
18:31:53;00549
18:31:55;00549
18:31:56;00545
18:31:57;00548
18:31:59;00548
18:32:00;00550
18:32:02;00547
18:32:03;00545
18:32:04;00551
18:32:06;00551
18:32:07;00548
18:32:09;00546
18:32:10;00548
18:32:11;00548
18:32:13;00546
18:32:14;00545
18:32:16;00545
18:32:17;00545
18:32:18;00545
18:32:20;00545
18:32:21;00538
18:32:23;00536
18:32:24;00531
18:32:25;00535
18:32:27;00540
18:32:28;00540
18:32:30;00539
18:32:31;00544
18:32:32;00538
18:32:34;00534
18:32:35;00536
18:32:37;00537
18:32:38;00537
18:32:39;00537
18:32:41;00537
18:32:42;00537
18:32:44;00537
18:32:45;00537
18:32:46;00537
18:32:48;00538
18:32:49;00539
18:32:51;00543
18:32:52;00538
18:32:53;00537
18:32:55;00537
18:32:56;00510
18:32:58;00512
18:32:59;00564
18:33:00;00522
18:33:02;00553
18:33:03;00553
18:33:05;00553
18:33:06;00553
18:33:07;00553
18:33:09;00553
18:33:10;00553
18:33:12;00552
18:33:13;00552
18:33:14;00552
18:33:16;00512
18:33:17;00515
18:33:19;00513
18:33:20;00512
18:33:22;00512
18:33:23;00520
18:33:24;00512
18:33:26;00515
18:33:27;00513
18:33:29;00515
18:33:30;00515
18:33:31;00515
18:33:33;00515
18:33:34;00515
18:33:36;00510
18:33:37;00517
18:33:38;00520
18:33:40;00564
18:33:41;00545
18:33:43;00562
18:33:44;00551
18:33:45;00544
18:33:47;00525
18:33:48;00512
18:33:50;00512
18:33:51;00512
18:33:52;00512
18:33:54;00512
18:33:55;00512
18:33:57;00512
18:33:58;00512
18:33:59;00512
18:34:01;00512
18:34:02;00512
18:34:04;00557
18:34:05;00556
18:34:06;00559
18:34:08;00558
18:34:09;00563
18:34:11;00556
18:34:12;00549
18:34:13;00553
18:34:15;00553
18:34:16;00557
18:34:18;00555
18:34:19;00555
18:34:20;00555
18:34:22;00555
18:34:23;00555
18:34:25;00555
18:34:26;00553
18:34:27;00553
18:34:29;00553
18:34:30;00557
18:34:32;00556
18:34:33;00552
18:34:34;00551
18:34:36;00562
18:34:37;00553
18:34:39;00553
18:34:40;00552
18:34:41;00555
18:34:43;00553
18:34:44;00553
18:34:46;00553
18:34:47;00553
18:34:48;00553
18:34:50;00553
18:34:51;00551
18:34:53;00555
18:34:54;00553
18:34:55;00567
18:34:57;00553
18:34:58;00553
18:35:00;00555
18:35:01;00562
18:35:02;00553
18:35:04;00552
18:35:05;00553
18:35:07;00552
18:35:08;00551
18:35:09;00551
18:35:11;00551
18:35:12;00551
18:35:14;00551
18:35:15;00551
18:35:16;00695
18:35:18;00697
18:35:19;00695
18:35:21;00730
18:35:22;00719
18:35:23;00723
18:35:25;00723
18:35:26;00732
18:35:28;00734
18:35:29;00732
18:35:30;00734
18:35:32;00732
18:35:33;00593
18:35:35;00593
18:35:36;00593
18:35:37;00593
18:35:39;00593
18:35:40;00593
18:35:42;00585
18:35:43;00583
18:35:44;00585
18:35:46;00598
18:35:47;00587
18:35:49;00594
18:35:50;00589
18:35:51;00590
18:35:53;00585
18:35:54;00585
18:35:56;00585
18:35:57;00585
18:35:58;00585
18:36:00;00585
18:36:01;00585
18:36:03;00585
18:36:04;00585
18:36:05;00581
18:36:07;00585
18:36:08;00586
18:36:10;00596
18:36:11;00587
18:36:12;00583
18:36:14;00586
18:36:15;00582
18:36:17;00585
18:36:18;00585
18:36:19;00586
18:36:21;00593
18:36:22;00544
18:36:24;00544
18:36:25;00544
18:36:26;00544
18:36:28;00544
18:36:29;00544
18:36:31;00546
18:36:32;00544
18:36:33;00547
18:36:35;00690
18:36:36;00689
18:36:38;00692
18:36:39;00689
18:36:40;00689
18:36:42;00690
18:36:43;00698
18:36:45;00690
18:36:46;00693
18:36:47;00691
18:36:49;00691
18:36:50;00691
18:36:52;00691
18:36:53;00691
18:36:54;00691
18:36:56;00545
18:36:57;00543
18:36:59;00543
18:37:00;00545
18:37:01;00555
18:37:03;00555
18:37:04;00556
18:37:06;00555
18:37:07;00555
18:37:08;00559
18:37:10;00557
18:37:11;00561
18:37:13;00557
18:37:14;00557
18:37:15;00557
18:37:17;00557
18:37:18;00557
18:37:20;00557
18:37:21;00556
18:37:22;00562
18:37:24;00575
18:37:25;00559
18:37:27;00558
18:37:28;00560
18:37:29;00560
18:37:31;00566
18:37:32;00556
18:37:34;00606
18:37:35;00575
18:37:36;00564
18:37:38;00565
18:37:39;00565
18:37:41;00565
18:37:42;00565
18:37:43;00565
18:37:45;00557
18:37:46;00562
18:37:48;00559
18:37:49;00566
18:37:50;00572
18:37:52;00569
18:37:53;00555
18:37:55;00553
18:37:56;00603
18:37:57;00568
18:37:59;00553
18:38:00;00559
18:38:02;00555
18:38:03;00555
18:38:04;00555
18:38:06;00555
18:38:07;00555
18:38:09;00555
18:38:10;00544
18:38:11;00544
18:38:13;00545
18:38:14;00544
18:38:16;00547
18:38:17;00547
18:38:18;00548
18:38:20;00603
18:38:21;00583
18:38:23;00547
18:38:24;00547
18:38:25;00552
18:38:27;00550
18:38:28;00550
18:38:30;00550
18:38:31;00550
18:38:32;00550
18:38:34;00550
18:38:35;00525
18:38:37;00535
18:38:38;00525
18:38:39;00523
18:38:41;00526
18:38:42;00556
18:38:44;00528
18:38:45;00532
18:38:46;00529
18:38:48;00525
18:38:49;00525
18:38:51;00539
18:38:52;00559
18:38:53;00559
18:38:55;00559
18:38:56;00559
18:38:58;00559
18:38:59;00559
18:39:00;00526
18:39:02;00530
18:39:03;00523
18:39:05;00523
18:39:06;00528
18:39:07;00531
18:39:09;00523
18:39:10;00530
18:39:12;00538
18:39:13;00522
18:39:14;00525
18:39:16;00541
18:39:17;00530
18:39:19;00530
18:39:20;00530
18:39:21;00530
18:39:23;00530
18:39:24;00526
18:39:26;00522
18:39:27;00522
18:39:28;00525
18:39:30;00537
18:39:31;00555
18:39:33;00523
18:39:34;00525
18:39:35;00530
18:39:37;00527
18:39:38;00528
18:39:40;00575
18:39:41;00579
18:39:42;00579
18:39:44;00579
18:39:45;00579
18:39:47;00579
18:39:48;00579
18:39:49;00576
18:39:51;00575
18:39:52;00573
18:39:54;00572
18:39:55;00573
18:39:56;00550
18:39:58;00574
18:39:59;00581
18:40:01;00556
18:40:02;00563
18:40:03;00541
18:40:05;00556
18:40:06;00540
18:40:08;00540
18:40:09;00540
18:40:10;00540
18:40:12;00540
18:40:13;00540
18:40:15;00581
18:40:16;00584
18:40:17;00578
18:40:19;00566
18:40:20;00554
18:40:22;00543
18:40:23;00570
18:40:24;00532
18:40:26;00534
18:40:27;00532
18:40:29;00529
18:40:30;00533
18:40:31;00536
18:40:33;00536
18:40:34;00536
18:40:36;00536
18:40:37;00536
18:40:38;00536
18:40:40;00594
18:40:41;00599
18:40:43;00543
18:40:44;00538
18:40:45;00540
18:40:47;00530
18:40:48;00530
18:40:50;00533
18:40:51;00526
18:40:52;00528
18:40:54;00527
18:40:55;00525
18:40:57;00526
18:40:58;00526
18:40:59;00526
18:41:01;00526
18:41:02;00526
18:41:04;00562
18:41:05;00565
18:41:06;00561
18:41:08;00610
18:41:09;00562
18:41:11;00562
18:41:12;00562
18:41:13;00560
18:41:15;00614
18:41:16;00562
18:41:18;00560
18:41:19;00560
18:41:21;00574
18:41:22;00574
18:41:23;00574
18:41:25;00574
18:41:26;00574
18:41:28;00574
18:41:29;00612
18:41:30;00561
18:41:32;00561
18:41:33;00566
18:41:35;00570
18:41:36;00595
18:41:37;00616
18:41:39;00617
18:41:40;00608
18:41:42;00616
18:41:43;00587
18:41:44;00576
18:41:46;00577
18:41:47;00577
18:41:49;00577
18:41:50;00577
18:41:51;00577
18:41:53;00577
18:41:54;00585
18:41:56;00593
18:41:57;00558
18:41:58;00559
18:42:00;00557
18:42:01;00567
18:42:03;00560
18:42:04;00564
18:42:05;00570
18:42:07;00568
18:42:08;00562
18:42:10;00562
18:42:11;00562
18:42:12;00562
18:42:14;00562
18:42:15;00562
18:42:17;00562
18:42:18;00562
18:42:19;00563
18:42:21;00567
18:42:22;00576
18:42:24;00561
18:42:25;00563
18:42:26;00559
18:42:28;00559
18:42:29;00563
18:42:31;00563
18:42:32;00562
18:42:33;00563
18:42:35;00560
18:42:36;00560
18:42:38;00560
18:42:39;00560
18:42:40;00560
18:42:42;00560
18:42:43;00560
18:42:45;00561
18:42:46;00558
18:42:47;00560
18:42:49;00560
18:42:50;00567
18:42:52;00581
18:42:53;00615
18:42:54;00562
18:42:56;00561
18:42:57;00563
18:42:59;00562
18:43:00;00561
18:43:01;00606
18:43:03;00606
18:43:04;00606
18:43:06;00606
18:43:07;00606
18:43:08;00557
18:43:10;00550
18:43:11;00567
18:43:13;00546
18:43:14;00548
18:43:15;00549
18:43:17;00547
18:43:18;00550
18:43:20;00546
18:43:21;00550
18:43:22;00549
18:43:24;00545
18:43:25;00546
18:43:27;00546
18:43:28;00546
18:43:29;00546
18:43:31;00546
18:43:32;00546
18:43:34;00547
18:43:35;00547
18:43:36;00547
18:43:38;00549
18:43:39;00550
18:43:41;00551
18:43:42;00548
18:43:43;00546
18:43:45;00523
18:43:46;00523
18:43:48;00523
18:43:49;00526
18:43:50;00524
18:43:52;00524
18:43:53;00524
18:43:55;00524
18:43:56;00524
18:43:57;00524
18:43:59;00529
18:44:00;00525
18:44:02;00525
18:44:03;00524
18:44:04;00524
18:44:06;00531
18:44:07;00530
18:44:09;00526
18:44:10;00535
18:44:11;00526
18:44:13;00524
18:44:14;00526
18:44:16;00524
18:44:17;00524
18:44:18;00524
18:44:20;00524
18:44:21;00524
18:44:23;00524
18:44:24;00524
18:44:25;00526
18:44:27;00527
18:44:28;00522
18:44:30;00523
18:44:31;00525
18:44:32;00523
18:44:34;00522
18:44:35;00522
18:44:37;00523
18:44:38;00526
18:44:39;00522
18:44:41;00523
18:44:42;00523
18:44:44;00523
18:44:45;00523
18:44:46;00523
18:44:48;00522
18:44:49;00523
18:44:51;00523
18:44:52;00523
18:44:53;00525
18:44:55;00523
18:44:56;00525
18:44:58;00526
18:44:59;00521
18:45:00;00524
18:45:02;00524
18:45:03;00525
18:45:05;00522
18:45:06;00522
18:45:07;00522
18:45:09;00522
18:45:10;00522
18:45:12;00522
18:45:13;00524
18:45:14;00523
18:45:16;00522
18:45:17;00522
18:45:19;00525
18:45:20;00522
18:45:21;00525
18:45:23;00520
18:45:24;00523
18:45:26;00524
18:45:27;00525
18:45:28;00523
18:45:30;00535
18:45:31;00535
18:45:33;00535
18:45:34;00535
18:45:35;00535
18:45:37;00535
18:45:38;00524
18:45:40;00525
18:45:41;01672
18:45:42;00642
18:45:44;00626
18:45:45;00629
18:45:47;00631
18:45:48;00642
18:45:49;00634
18:45:51;00686
18:45:52;00641
18:45:54;00632
18:45:55;00637
18:45:56;00637
18:45:58;00637
18:45:59;00637
18:46:01;00637
18:46:02;00637
18:46:03;00630
18:46:05;00629
18:46:06;00627
18:46:08;00631
18:46:09;00575
18:46:10;00571
18:46:12;00572
18:46:13;00572
18:46:15;00571
18:46:16;00575
18:46:17;00573
18:46:19;00573
18:46:20;00572
18:46:22;00572
18:46:23;00572
18:46:24;00572
18:46:26;00572
18:46:27;00567
18:46:29;00571
18:46:30;00566
18:46:31;00567
18:46:33;00563
18:46:34;00564
18:46:36;00560
18:46:37;00562
18:46:38;00565
18:46:40;00581
18:46:41;00563
18:46:43;00563
18:46:44;00580
18:46:45;00557
18:46:47;00557
18:46:48;00557
18:46:50;00557
18:46:51;00557
18:46:52;00562
18:46:54;00561
18:46:55;00562
18:46:57;00559
18:46:58;00560
18:46:59;00557
18:47:01;00558
18:47:02;00556
18:47:04;00562
18:47:05;00555
18:47:06;00562
18:47:08;00559
18:47:09;00559
18:47:11;00559
18:47:12;00559
18:47:13;00559
18:47:15;00559
18:47:16;00559
18:47:18;00559
18:47:19;00561
18:47:20;00555
18:47:22;00557
18:47:23;00562
18:47:25;00563
18:47:26;00581
18:47:27;00571
18:47:29;00567
18:47:30;00559
18:47:32;00575
18:47:33;00560
18:47:34;00558
18:47:36;00558
18:47:37;00558
18:47:39;00558
18:47:40;00558
18:47:41;00558
18:47:43;00562
18:47:44;00557
18:47:46;00569
18:47:47;00561
18:47:48;00560
18:47:50;00558
18:47:51;00560
18:47:53;00557
18:47:54;00561
18:47:55;00554
18:47:57;00557
18:47:58;00574
18:48:00;00557
18:48:01;00557
18:48:02;00557
18:48:04;00557
18:48:05;00557
18:48:07;00557
18:48:08;00555
18:48:09;00558
18:48:11;00557
18:48:12;00559
18:48:14;00556
18:48:15;00560
18:48:16;00556
18:48:18;00565
18:48:19;00556
18:48:21;00557
18:48:22;00575
18:48:23;00557
18:48:25;00556
18:48:26;00556
18:48:28;00556
18:48:29;00556
18:48:30;00556
18:48:32;00571
18:48:33;00571
18:48:35;00555
18:48:36;00560
18:48:37;00557
18:48:39;00556
18:48:40;00555
18:48:42;00555
18:48:43;00555
18:48:44;00557
18:48:46;00585
18:48:47;00555
18:48:49;00559
18:48:50;00567
18:48:51;00567
18:48:53;00567
18:48:54;00567
18:48:56;00567
18:48:57;00562
18:48:58;00558
18:49:00;00557
18:49:01;00556
18:49:03;00557
18:49:04;00555
18:49:05;00557
18:49:07;00554
18:49:08;00558
18:49:10;00555
18:49:11;00555
18:49:12;00564
18:49:14;00554
18:49:15;00554
18:49:17;00554
18:49:18;00554
18:49:19;00554
18:49:21;00554
18:49:22;00570
18:49:24;00583
18:49:25;00563
18:49:26;00569
18:49:28;00580
18:49:29;00562
18:49:31;00569
18:49:32;00572
18:49:33;00559
18:49:35;00561
18:49:36;00568
18:49:38;00575
18:49:39;00575
18:49:41;00575
18:49:42;00575
18:49:43;00575
18:49:45;00575
18:49:46;00575
18:49:48;00566
18:49:49;00566
18:49:50;00563
18:49:52;00563
18:49:53;00565
18:49:55;00570
18:49:56;00581
18:49:57;00562
18:49:59;00568
18:50:00;00556
18:50:02;00558
18:50:03;00555
18:50:04;00557
18:50:06;00557
18:50:07;00557
18:50:09;00557
18:50:10;00557
18:50:11;00557
18:50:13;00555
18:50:14;00554
18:50:16;00556
18:50:17;00556
18:50:18;00555
18:50:20;00557
18:50:21;00561
18:50:23;00555
18:50:24;00555
18:50:25;00556
18:50:27;00558
18:50:28;00555
18:50:30;00554
18:50:31;00554
18:50:32;00554
18:50:34;00554
18:50:35;00554
18:50:37;00554
18:50:38;00554
18:50:39;00564
18:50:41;00556
18:50:42;00553
18:50:44;00556
18:50:45;00557
18:50:46;00556
18:50:48;00553
18:50:49;00561
18:50:51;00555
18:50:52;00553
18:50:53;00554
18:50:55;00554
18:50:56;00554
18:50:58;00554
18:50:59;00554
18:51:00;00554
18:51:02;00552
18:51:03;00552
18:51:05;00555
18:51:06;00558
18:51:07;00553
18:51:09;00547
18:51:10;00557
18:51:12;00552
18:51:13;00555
18:51:14;00550
18:51:16;00549
18:51:17;00551
18:51:19;00556
18:51:20;00556
18:51:21;00556
18:51:23;00556
18:51:24;00556
18:51:26;00556
18:51:27;00561
18:51:28;00561
18:51:30;00562
18:51:31;00562
18:51:33;00562
18:51:34;00563
18:51:35;00562
18:51:37;00563
18:51:38;00564
18:51:40;00565
18:51:41;00563
18:51:42;00564
18:51:44;00563
18:51:45;00563
18:51:47;00563
18:51:48;00563
18:51:49;00563
18:51:51;00563
18:51:52;00569
18:51:54;00567
18:51:55;00565
18:51:56;00569
18:51:58;00569
18:51:59;00567
18:52:01;00574
18:52:02;00587
18:52:03;00624
18:52:05;00620
18:52:06;00623
18:52:08;00626
18:52:09;00612
18:52:10;00612
18:52:12;00612
18:52:13;00612
18:52:15;00612
18:52:16;00612
18:52:17;00575
18:52:19;00576
18:52:20;00576
18:52:22;00575
18:52:23;00575
18:52:24;00571
18:52:26;00569
18:52:27;00569
18:52:29;00571
18:52:30;00569
18:52:31;00572
18:52:33;00569
18:52:34;00567
18:52:36;00567
18:52:37;00567
18:52:38;00567
18:52:40;00567
18:52:41;00568
18:52:43;00569
18:52:44;00571
18:52:45;00569
18:52:47;00569
18:52:48;00569
18:52:50;00576
18:52:51;00569
18:52:52;00568
18:52:54;00570
18:52:55;00571
18:52:57;00571
18:52:58;00569
18:52:59;00569
18:53:01;00569
18:53:02;00569
18:53:04;00569
18:53:05;00569
18:53:06;00572
18:53:08;00571
18:53:09;00571
18:53:11;00572
18:53:12;00571
18:53:13;00571
18:53:15;00571
18:53:16;00570
18:53:18;00572
18:53:19;00569
18:53:20;00570
18:53:22;00572
18:53:23;00572
18:53:25;00572
18:53:26;00572
18:53:27;00572
18:53:29;00572
18:53:30;00572
18:53:32;00567
18:53:33;00568
18:53:34;00572
18:53:36;00567
18:53:37;00567
18:53:39;00567
18:53:40;00567
18:53:41;00567
18:53:43;00567
18:53:44;00567
18:53:46;00567
18:53:47;00569
18:53:48;00567
18:53:50;00567
18:53:51;00567
18:53:53;00567
18:53:54;00567
18:53:55;00567
18:53:57;00565
18:53:58;00571
18:54:00;00564
18:54:01;00592
18:54:02;00590
