Creation le 2013/11/01 10:49:44
 
Compteur n°059922013742

Heure 		 Papp 	 Base 		 Invalide
10:49:44 	 01540 	 052987189
10:49:46 	 01530
10:49:48 	 01530 			 -1
10:49:49 	 01530
10:49:50 	 01540
10:49:52 	 01530
10:49:53 	 01520
10:49:55 	 01520
10:49:56 	 01530
10:49:57 	 01530
10:49:59 	 01530
10:50:00 	 01530
10:50:02 	 01530
10:50:03 	 01530
10:50:04 	 01530
10:50:06 	 01530
10:50:07 	 01520
10:50:09 	 01520
10:50:10 	 01530
10:50:11 	 01520
10:50:13 	 01530
10:50:14 	 01520
10:50:16 	 01520
10:50:17 	 01520
10:50:18 	 01530
10:50:20 	 01510
10:50:21 	 01520
10:50:23 	 03270
10:50:24 	 02450
10:50:25 	 02460
10:50:27 	 02500
10:50:28 	 02500
10:50:30 	 02450
10:50:31 	 02450
10:50:32 	 02450
10:50:34 	 02450
10:50:35 	 02530
10:50:37 	 02550
10:50:38 	 02570
10:50:39 	 02560
10:50:41 	 01970
10:50:42 	 01520
10:50:44 	 01530
10:50:45 	 01520
10:50:46 	 01530
10:50:48 	 01530
10:50:49 	 01530
10:50:51 	 01530
10:50:52 	 01530
10:50:53 	 02840
10:50:55 	 04240
10:50:56 	 04240
10:50:58 	 04240
10:50:59 	 04940
10:51:00 	 05800
11:07:35 	 04070 	 052988067
11:07:37 	 04100
11:07:39 	 04070
11:07:40 	 04090
11:07:41 	 04050
11:07:43 	 04100
11:07:44 	 04070
11:07:46 	 04060
11:07:47 	 04070
11:07:48 	 04100
11:07:50 	 04100
11:07:51 	 04100
11:07:53 	 04100
11:07:54 	 04090
11:07:55 	 04130
11:07:57 	 04150
11:07:58 	 04130
11:08:00 	 04130
11:08:01 	 04120
11:08:02 	 04100
11:08:04 	 04100
11:08:05 	 04100
11:08:07 	 04100
11:08:08 	 04100
11:08:09 	 04100
11:08:11 	 04120
11:08:12 	 04100
11:08:14 	 04130
11:08:15 	 04100
11:08:16 	 04100
11:08:18 	 04070
11:08:19 	 04100
11:08:21 	 04100
11:08:22 	 04120
11:08:23 	 04120
11:08:25 	 04120
11:08:26 	 04120
11:08:28 	 04150
11:08:29 	 04130
11:08:30 	 04130
11:08:32 	 04130
11:08:33 	 04130
11:08:35 	 04160
11:08:36 	 04170
11:08:37 	 04160
11:08:39 	 04160
11:08:40 	 04160
11:08:42 	 04160
11:08:43 	 04130
11:08:44 	 04120
11:08:46 	 04130
11:08:47 	 04160
11:08:49 	 04120
11:08:50 	 04060
11:08:51 	 04070
11:08:53 	 04090
11:08:54 	 04060
11:08:56 	 04060
11:08:57 	 04060
11:08:58 	 04060
11:09:00 	 04030
11:09:01 	 04030
11:09:03 	 04090
11:09:04 	 04090
11:09:05 	 04090
11:09:07 	 04090
11:09:08 	 04090
11:09:10 	 04070
11:09:11 	 04090
11:09:12 	 04090
11:09:14 	 04090
11:09:15 	 04090
11:09:17 	 04060
11:09:18 	 04060
11:09:19 	 04060
11:09:21 	 04050
11:09:22 	 04070
11:09:24 	 04090
11:09:25 	 04090
11:09:26 	 04070
11:09:28 	 04090
11:09:29 	 04090
11:09:31 	 04090
11:09:32 	 04090
11:09:33 	 04100
11:09:35 	 04090
11:09:36 	 04090
11:09:38 	 04120
11:09:39 	 04130
11:09:40 	 04160
11:09:42 	 04150
11:09:43 	 04170
11:09:45 	 04170
11:09:46 	 04170
11:09:47 	 04160
11:09:49 	 04130
11:09:50 	 04100
11:09:52 	 04120
11:09:53 	 04130
11:09:54 	 04130
11:09:56 	 04120
11:09:57 	 04120
11:09:59 	 04070
11:10:00 	 04090
12:04:02 	 03210 	 052990181
12:04:04 	 01340
12:04:06 	 01330
12:04:07 	 01320
12:04:09 	 01320
12:04:10 	 01320
12:04:11 	 01320
12:04:13 	 01310
12:04:14 	 01330
12:04:16 	 01320
12:04:17 	 01320
12:04:18 	 01320
12:04:20 	 01320
12:04:21 	 03170
12:04:23 	 03200
12:04:24 	 03190
12:04:25 	 03220
12:04:27 	 03210
12:04:28 	 03190
12:04:30 	 03190
12:04:31 	 03210
12:04:32 	 03180
12:04:34 	 03180
12:04:35 	 03180
12:04:37 	 03180
12:04:38 	 02000
12:04:39 	 01340
12:04:41 	 01340
12:04:42 	 01340
12:04:44 	 01350
12:04:45 	 01350
12:04:46 	 01340
12:04:48 	 01350
12:04:49 	 01350
12:04:51 	 01350
12:04:52 	 01350
12:04:53 	 01350
12:04:55 	 02590
12:04:56 	 03200
12:04:58 	 03230
12:04:59 	 03260
12:05:00 	 03250
12:05:02 	 03250
12:05:03 	 03250
12:05:05 	 03220
12:05:06 	 03220
12:05:07 	 03220
12:05:09 	 03220
12:05:10 	 03260
12:05:12 	 03220
12:05:13 	 03250
12:05:15 	 02540
12:05:16 	 01380
12:05:17 	 01390
12:05:19 	 01380
12:05:20 	 01380
12:05:22 	 01380
12:05:23 	 01380
12:05:24 	 01380
12:05:26 	 01370
12:05:27 	 01370
12:05:29 	 01370
12:05:30 	 01370
12:05:31 	 01360
12:05:33 	 02690
12:05:34 	 03190
12:05:36 	 03190
12:05:37 	 03210
12:05:38 	 03210
12:05:40 	 03210
12:05:41 	 03210
12:05:43 	 03250
12:05:44 	 03290
12:05:45 	 03310
12:05:47 	 03340
12:05:48 	 03310
12:05:50 	 03310
12:05:51 	 02230
12:05:52 	 01360
12:05:54 	 01350
12:05:55 	 01350
12:05:57 	 01350
12:05:58 	 01350
12:05:59 	 01350
12:06:01 	 01340
12:06:02 	 01320
12:06:04 	 01320
12:06:05 	 01330
12:06:06 	 01330
12:06:08 	 01320
12:06:09 	 01320
12:06:11 	 01320
12:06:12 	 01320
12:06:13 	 01320
12:06:15 	 01320
12:06:16 	 01330
12:06:18 	 01330
12:06:19 	 01340
12:06:20 	 01350
12:06:22 	 01350
12:06:23 	 01370
12:06:25 	 01380
12:06:26 	 01370
12:06:27 	 01370
12:06:29 	 01370
12:06:30 	 01370
12:06:32 	 01370
12:06:33 	 01350
12:06:34 	 01360
12:06:36 	 01360
12:06:37 	 01350
12:06:39 	 01350
12:06:40 	 01350
12:06:41 	 01350
12:06:43 	 01350
12:06:44 	 01350
12:06:46 	 01350
12:06:47 	 01350
12:06:48 	 01360
12:06:50 	 01340
12:06:51 	 01340
12:06:53 	 01340
12:06:54 	 01330
12:06:55 	 01330
12:06:57 	 01330
12:06:58 	 01340
12:07:00 	 01320
