Creation le 2013/12/28 17:10:49
 
Compteur n°049701078744

Heure 		 Papp 	 H creuses 		 H pleines 		 Invalide 
17:10:49 	  	 098437215 	 131783106 	 -1
17:10:51 		 098437215 	 131783109
17:10:53 		 098437215 	 131783111
17:10:54 		 098437215 	 131783112
17:10:55 		 098437215 	 131783114
17:10:57 		 098437215 	 131783115
17:10:58 		 098437215 	 131783117
17:11:00 		 098437215 	 131783118
17:11:01 		 098437215 	 131783118
17:11:02 		 098437215 	 131783118
17:11:04 		 098437215 	 131783118
17:11:05 		 098437215 	 131783118
17:11:07 		 098437215 	 131783118
17:11:08 		 098437215 	 131783118
17:11:09 		 098437215 	 131783118
17:11:11 		 098437215 	 131783118
17:11:12 		 098437215 	 131783134
17:11:14 		 098437215 	 131783135
17:11:15 		 098437215 	 131783137
17:11:16 		 098437215 	 131783138
17:11:18 		 098437215 	 131783140
17:11:19 		 098437215 	 131783141
17:11:21 		 098437215 	 131783143
17:11:22 		 098437215 	 131783143
17:11:23 		 098437215 	 131783143
17:11:25 		 098437215 	 131783143
17:11:26 		 098437215 	 131783143
17:11:28 		 098437215 	 131783143
17:11:29 		 098437215 	 131783143
17:11:30 		 098437215 	 131783143
17:11:32 		 098437215 	 131783156
17:11:33 		 098437215 	 131783158
17:11:35 		 098437215 	 131783159
17:11:36 		 098437215 	 131783161
17:11:37 		 098437215 	 131783163
17:11:39 		 098437215 	 131783164
17:11:40 		 098437215 	 131783166
17:11:42 		 098437215 	 131783166
17:11:43 		 098437215 	 131783166
17:11:44 		 098437215 	 131783166
17:11:46 		 098437215 	 131783166
17:11:47 		 098437215 	 131783166
17:11:49 		 098437215 	 131783166
17:11:50 		 098437215 	 131783166
17:11:51 		 098437215 	 131783166
17:11:53 		 098437215 	 131783181
17:11:54 		 098437215 	 131783182
17:11:56 		 098437215 	 131783184
17:11:57 		 098437215 	 131783185
17:11:58 		 098437215 	 131783187
17:12:00 		 098437215 	 131783189
17:12:01 		 098437215 	 131783190
17:12:03 		 098437215 	 131783190
17:12:04 		 098437215 	 131783190
17:12:05 		 098437215 	 131783190
17:12:07 		 098437215 	 131783190
17:12:08 		 098437215 	 131783190
17:12:10 		 098437215 	 131783190
17:12:11 		 098437215 	 131783190
17:12:12 		 098437215 	 131783190
17:12:14 		 098437215 	 131783206
17:12:15 		 098437215 	 131783207
17:12:17 		 098437215 	 131783209
17:12:18 		 098437215 	 131783210
17:12:19 		 098437215 	 131783212
17:12:21 		 098437215 	 131783213
17:12:22 		 098437215 	 131783213
17:12:24 		 098437215 	 131783213
17:12:25 		 098437215 	 131783213
17:12:26 		 098437215 	 131783213
17:12:28 		 098437215 	 131783213
17:12:29 		 098437215 	 131783213
17:12:31 		 098437215 	 131783213
17:12:32 		 098437215 	 131783213
17:12:33 		 098437215 	 131783213
17:12:35 		 098437215 	 131783230
17:12:36 		 098437215 	 131783232
17:12:38 		 098437215 	 131783233
17:12:39 		 098437215 	 131783235
17:12:40 		 098437215 	 131783236
17:12:42 		 098437215 	 131783238
17:12:43 		 098437215 	 131783238
17:12:45 		 098437215 	 131783238
17:12:46 		 098437215 	 131783238
17:12:47 		 098437215 	 131783238
